strategy,model,budget,metric,value
random,baseline,512,detection.agenda_item.f1,0.2816666666666667
random,baseline,512,detection.detail.precision,0.6230904652446455
random,baseline,512,detection.detail.recall,0.8613963207153745
random,baseline,512,detection.detail.f1,0.7100956415239777
random,baseline,512,detection.medication.precision,0.3
random,baseline,512,detection.medication.recall,0.26666666666666666
random,baseline,512,detection.medication.f1,0.275
random,baseline,512,detection.social_history.precision,0.0
random,baseline,512,detection.social_history.recall,0.0
random,baseline,512,detection.social_history.f1,0.0
random,baseline,512,detection.follow_up.precision,0.0
random,baseline,512,detection.follow_up.recall,0.0
random,baseline,512,detection.follow_up.f1,0.0
random,baseline,512,detection.question.precision,0.6834828986802671
random,baseline,512,detection.question.recall,0.8487863525363526
random,baseline,512,detection.question.f1,0.7298352015631427
random,baseline,512,detection.question_unanswered.precision,0.0
random,baseline,512,detection.question_unanswered.recall,0.0
random,baseline,512,detection.question_unanswered.f1,0.0
random,baseline,512,detection.irrelevant.precision,0.767671977516982
random,baseline,512,detection.irrelevant.recall,0.6990567303017237
random,baseline,512,detection.irrelevant.f1,0.7185151802095996
random,baseline,512,detection.macro_avg.precision,0.3415723343469035
random,baseline,512,detection.macro_avg.recall,0.36730075877751467
random,baseline,512,detection.macro_avg.f1,0.33938908624542335
random,baseline,512,agenda_completeness,0.2833333333333333
random,baseline,512,hardware.avg_latency_ms,104.32224703657876
random,baseline,512,hardware.total_relevant,27.3
random,baseline,512,hardware.final_buffer_size,30.85
random,baseline,512,hardware.final_buffer_tokens,436.65
attention,baseline,128,n_conversations,20.0
attention,baseline,128,elapsed_sec,27.7
attention,baseline,128,rouge.rouge1,0.6811906247455107
attention,baseline,128,rouge.rouge2,0.49637501025044867
attention,baseline,128,rouge.rougeL,0.6558903697383889
attention,baseline,128,bertscore,0.8729390740394593
attention,baseline,128,detection.agenda_item.precision,0.3269444444444444
attention,baseline,128,detection.agenda_item.recall,0.3125
attention,baseline,128,detection.agenda_item.f1,0.29865079365079367
attention,baseline,128,detection.detail.precision,0.6394215990916509
attention,baseline,128,detection.detail.recall,0.8948750152234807
attention,baseline,128,detection.detail.f1,0.7312208236480213
attention,baseline,128,detection.medication.precision,0.325
attention,baseline,128,detection.medication.recall,0.23333333333333334
attention,baseline,128,detection.medication.f1,0.25
attention,baseline,128,detection.social_history.precision,0.0
attention,baseline,128,detection.social_history.recall,0.0
attention,baseline,128,detection.social_history.f1,0.0
attention,baseline,128,detection.follow_up.precision,0.0
attention,baseline,128,detection.follow_up.recall,0.0
attention,baseline,128,detection.follow_up.f1,0.0
attention,baseline,128,detection.question.precision,0.6697533520830734
attention,baseline,128,detection.question.recall,0.877192945942946
attention,baseline,128,detection.question.f1,0.7346154501035655
attention,baseline,128,detection.question_unanswered.precision,0.0
attention,baseline,128,detection.question_unanswered.recall,0.0
