strategy,model,budget,metric,value
attention,baseline,64,detection.question_unanswered.f1,0.0
attention,baseline,64,detection.irrelevant.precision,0.8543585302512036
attention,baseline,64,detection.irrelevant.recall,0.5905001540730455
attention,baseline,64,detection.irrelevant.f1,0.6802482117109319
attention,baseline,64,detection.macro_avg.precision,0.36364356886130944
attention,baseline,64,detection.macro_avg.recall,0.39939329451541744
attention,baseline,64,detection.macro_avg.f1,0.3582463137797193
attention,baseline,64,agenda_completeness,0.32916666666666666
attention,baseline,64,hardware.avg_latency_ms,271.90638140907856
attention,baseline,64,hardware.total_relevant,32.35
attention,baseline,64,hardware.final_buffer_size,5.5
attention,baseline,64,hardware.final_buffer_tokens,57.0
attention,baseline,100,n_conversations,20.0
attention,baseline,100,elapsed_sec,271.5
attention,baseline,100,rouge.rouge1,0.6694381947693974
attention,baseline,100,rouge.rouge2,0.47977843840263795
attention,baseline,100,rouge.rougeL,0.6437219169203425
attention,baseline,100,bertscore,0.86841981112957
attention,baseline,100,detection.agenda_item.precision,0.3408333333333333
attention,baseline,100,detection.agenda_item.recall,0.35
attention,baseline,100,detection.agenda_item.f1,0.33404761904761904
attention,baseline,100,detection.detail.precision,0.6178271629425593
attention,baseline,100,detection.detail.recall,0.92852702675273
attention,baseline,100,detection.detail.f1,0.7267378672339143
attention,baseline,100,detection.medication.precision,0.225
attention,baseline,100,detection.medication.recall,0.19166666666666668
attention,baseline,100,detection.medication.f1,0.19166666666666665
attention,baseline,100,detection.social_history.precision,0.0
attention,baseline,100,detection.social_history.recall,0.0
attention,baseline,100,detection.social_history.f1,0.0
attention,baseline,100,detection.follow_up.precision,0.0
attention,baseline,100,detection.follow_up.recall,0.0
attention,baseline,100,detection.follow_up.f1,0.0
attention,baseline,100,detection.question.precision,0.663217223952518
attention,baseline,100,detection.question.recall,0.9046334221334222
attention,baseline,100,detection.question.f1,0.7416937132068712
attention,baseline,100,detection.question_unanswered.precision,0.0
attention,baseline,100,detection.question_unanswered.recall,0.0
attention,baseline,100,detection.question_unanswered.f1,0.0
attention,baseline,100,detection.irrelevant.precision,0.8314042886938612
attention,baseline,100,detection.irrelevant.recall,0.6330641137151078
attention,baseline,100,detection.irrelevant.f1,0.7026149687322277
attention,baseline,100,detection.macro_avg.precision,0.334785251115284
